appointment_type,agency,employee_count,avg_pay,avg_tenure
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),FEDERAL RESERVE SYSTEM,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),FEDERAL TRADE COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),GENERAL SERVICES ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),GOVERNMENT PUBLISHING OFFICE,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),INTER-AMERICAN FOUNDATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),JUDICIAL BRANCH,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),MARINE MAMMAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),MERIT SYSTEMS PROTECTION BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),MILLENNIUM CHALLENGE CORPORATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,6,162764.0,1.08
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NATIONAL COUNCIL ON DISABILITY,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NATIONAL LABOR RELATIONS BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NATIONAL MEDIATION BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NATIONAL SCIENCE FOUNDATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NATIONAL SECURITY COUNCIL,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NUCLEAR REGULATORY COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFC OF THE NAT CYBER DIR,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFFICE OF ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFFICE OF GOVERNMENT ETHICS,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFFICE OF MANAGEMENT AND BUDGET,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFFICE OF NATIONAL DRUG CONTROL POLICY,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFFICE OF PERSONNEL MANAGEMENT,5,173045.2,8.28
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFFICE OF SCIENCE AND TECHNOLOGY POLICY,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFFICE OF SPECIAL COUNSEL,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),OFFICE OF THE U.S. TRADE REPRESENTATIVE,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),PEACE CORPS,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),PENSION BENEFIT GUARANTY CORPORATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),PRESIDIO TRUST,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),PRIVACY AND CIVIL LIBERTIES OVERSIGHT,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),PUBLIC BUILDINGS REFORM BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),RAILROAD RETIREMENT BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),SECURITIES AND EXCHANGE COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),SELECTIVE SERVICE SYSTEM,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),SMALL BUSINESS ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),SMITHSONIAN INSTITUTION,1,90239.0,6.0
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),SOCIAL SECURITY ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),SURFACE TRANSPORTATION BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),TRADE AND DEVELOPMENT AGENCY,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,0,,
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,1,122703.0,27.8
SCHEDULE B (EXCEPTED SERVICE NONPERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),AFRICAN DEVELOPMENT FOUNDATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),APPALACHIAN REGIONAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),ARCTIC RESEARCH COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),ARMED FORCES RETIREMENT HOME,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),COMMISSION OF FINE ARTS,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),COMMISSION ON CIVIL RIGHTS,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),COMMODITY FUTURES TRADING COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),COUNCIL OF ECONOMIC ADVISERS,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DELTA REGIONAL AUTHORITY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DENALI COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF AGRICULTURE,1,93652.0,28.8
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF COMMERCE,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF DEFENSE,417,,15.33
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF EDUCATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF ENERGY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,1,,13.8
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HOMELAND SECURITY,2,,24.05
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,1,156755.0,26.3
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF INTERIOR,2,69402.5,10.65
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF JUSTICE,1335,118063.52,7.49
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF LABOR,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF STATE,16,124569.12,15.99
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE AIR FORCE,4,,18.62
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE ARMY,3,,24.17
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF THE NAVY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF TRANSPORTATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF TREASURY,1831,165521.52,13.28
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DEPARTMENT OF VETERANS AFFAIRS,4,143672.25,21.6
SCHEDULE B (EXCEPTED SERVICE PERMANENT),DFC,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),ELECTION ASSISTANCE COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),ENVIRONMENTAL PROTECTION AGENCY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FARM CREDIT ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FED MEDIATION AND CONCILIATION SERVICE,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FED MINE SAFETY AND HEALTH REVIEW CMSN,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FED RETIREMENT THRIFT INVESTMENT BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL COMMUNICATIONS COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL DEPOSIT INSURANCE CORPORATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL ELECTION COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL FINANCIAL INST. EXAM. COUNCIL,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL HOUSING FINANCE AGENCY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL LABOR RELATIONS AUTHORITY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL MARITIME COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL PERMITTING IMPROVEMENT STEER,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL RESERVE SYSTEM,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),FEDERAL TRADE COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),GENERAL SERVICES ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),GOVERNMENT PUBLISHING OFFICE,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),GULF COAST ECOSYSTEM RESTORATION COUNCIL,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),HARRY S. TRUMAN SCHOLARSHIP FOUNDATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),INTER BOUND AND WATER COMM U.S. SECTION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),INTER-AMERICAN FOUNDATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),INTERNAT BOUNDARY CMSN: U.S. AND CANADA,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),INTERNATIONAL JOINT CMSN: U.S. & CANADA,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),JAMES MADISON MEMORIAL FELLOWSHIP FOUND,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),JAPAN-UNITED STATES FRIENDSHIP CMSN,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),JUDICIAL BRANCH,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),MARINE MAMMAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),MEDICAID & CHIP PAYMENT & ACCESS COMM,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),MERIT SYSTEMS PROTECTION BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),MILLENNIUM CHALLENGE CORPORATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),MORRIS K. UDALL & STEWART L. UDALL FOUND,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NAT AERONAUTICS AND SPACE ADMINISTRATION,4,195200.0,9.12
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NAT ARCHIVES AND RECORDS ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NAT CMSN ON LIBRARIES AND INFO SCIENCE,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NAT FOUNDATION ON ARTS AND HUMANITIES,14,171057.71,17.64
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NATIONAL CAPITAL PLANNING COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NATIONAL COUNCIL ON DISABILITY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NATIONAL CREDIT UNION ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NATIONAL LABOR RELATIONS BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NATIONAL MEDIATION BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NATIONAL SCIENCE FOUNDATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NATIONAL SECURITY COUNCIL,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NATIONAL TRANSPORTATION SAFETY BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NORTHERN BORDER REGIONAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NUCLEAR REGULATORY COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),NUCLEAR WASTE TECHNICAL REVIEW BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OCCUPATIONAL SAFETY & HEALTH REVIEW CMSN,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFC OF THE NAT CYBER DIR,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFFICE OF ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFFICE OF GOVERNMENT ETHICS,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFFICE OF MANAGEMENT AND BUDGET,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFFICE OF NATIONAL DRUG CONTROL POLICY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFFICE OF PERSONNEL MANAGEMENT,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFFICE OF SCIENCE AND TECHNOLOGY POLICY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFFICE OF SPECIAL COUNSEL,1,161486.0,9.5
SCHEDULE B (EXCEPTED SERVICE PERMANENT),OFFICE OF THE U.S. TRADE REPRESENTATIVE,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),PEACE CORPS,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),PENSION BENEFIT GUARANTY CORPORATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),PRESIDIO TRUST,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),PRIVACY AND CIVIL LIBERTIES OVERSIGHT,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),PUBLIC BUILDINGS REFORM BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),PUBLIC INTEREST DECLASSIFICATION BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),RAILROAD RETIREMENT BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),SECURITIES AND EXCHANGE COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),SELECTIVE SERVICE SYSTEM,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),SMALL BUSINESS ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),SMITHSONIAN INSTITUTION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),SOCIAL SECURITY ADMINISTRATION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),SOUTHWEST BORDER REGIONAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),SURFACE TRANSPORTATION BOARD,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),THE US SEMIQUINCENTENNIAL COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),TRADE AND DEVELOPMENT AGENCY,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),U.S. AGENCY FOR INTERNATIONAL DEV,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),U.S. CMSN ON INTERNATL RELIGIOUS FREEDOM,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),U.S. HOLOCAUST MEMORIAL MUSEUM,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),U.S. INTERAGENCY COUNCIL ON HOMELESSNESS,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),U.S. INTERNATIONAL TRADE COMMISSION,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),U.S.-CHINA ECONOMIC & SECURITY REV CMSN,0,,
SCHEDULE B (EXCEPTED SERVICE PERMANENT),U.S.AGENCY FOR GLOBAL MEDIA,14,144930.64,21.39
SCHEDULE B (EXCEPTED SERVICE PERMANENT),UTAH RECLAMATN MITIGATN & CONSERVTN CMSN,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),ADMIN CONFERENCE OF THE UNITED STATES,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),ADV COUNCIL ON HISTORIC PRESERVATION,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),AFRICAN DEVELOPMENT FOUNDATION,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),AMERICAN BATTLE MONUMENTS COMMISSION,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),APPALACHIAN REGIONAL COMMISSION,1,109304.0,13.7
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),ARCHITECTL & TRANS BARRIER COMPLIANCE BD,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),ARCTIC RESEARCH COMMISSION,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),ARMED FORCES RETIREMENT HOME,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),BARRY GOLDWATER SCHOL & EXCEL IN ED FOUN,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),CHEMICAL SAFETY/HAZARD INVESTIGATION BD,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),CIVIL RIGHTS COLD CASE REVIEW BOARD,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),CMSN FOR PRES OF AMERICA'S HERITAGE ABRD,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),CMTE FOR PURCH FRM PPLE BLIND OR SEV DIS,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),COMMISSION OF FINE ARTS,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),COMMISSION ON CIVIL RIGHTS,8,155094.25,7.4
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),COMMODITY FUTURES TRADING COMMISSION,2,171085.0,10.3
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),CONSUMER PRODUCT SAFETY COMMISSION,7,172361.43,7.41
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),CORP FOR NATIONAL AND COMMUNITY SERVICE,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),COUNCIL OF ECONOMIC ADVISERS,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),COUNCIL OF INSP. GEN. ON INTEG.& EFFIC.,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),COUNCIL ON ENVIR QUAL/OFC OF ENVIR QUAL,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),COURT SERVICES AND OFFENDR SUPERVSN AGY,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEFENSE NUCLEAR FACILITIES SAFETY BOARD,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DELTA REGIONAL AUTHORITY,1,151363.0,1.5
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DENALI COMMISSION,0,,
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF AGRICULTURE,189,154043.7,3.69
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF COMMERCE,95,141030.77,2.42
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF DEFENSE,92,,1.5
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF EDUCATION,71,120379.54,1.08
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF ENERGY,94,137185.86,2.13
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HEALTH AND HUMAN SERVICES,121,123724.1,1.34
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HOMELAND SECURITY,123,126999.93,1.72
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF HOUSING AND URBAN DEVELOPM,75,133554.48,2.26
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF INTERIOR,64,129738.41,1.9
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF JUSTICE,96,145046.83,1.93
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF LABOR,112,136910.68,2.12
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF STATE,127,136280.39,2.02
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE AIR FORCE,3,,0.37
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE ARMY,7,,2.21
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF THE NAVY,11,,1.37
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF TRANSPORTATION,43,123872.81,0.95
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF TREASURY,72,141304.67,1.25
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DEPARTMENT OF VETERANS AFFAIRS,19,136272.42,4.17
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),DFC,2,155045.5,0.1
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),ELECTION ASSISTANCE COMMISSION,2,129487.5,4.4
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),ENVIRONMENTAL PROTECTION AGENCY,56,136336.54,0.54
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,3,123049.33,0.8
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),EXPORT-IMPORT BANK OF THE UNITED STATES,13,173996.92,0.3
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),FARM CREDIT ADMINISTRATION,2,314838.0,15.5
SCHEDULE C (EXCEPTED SERVICE NONPERMANENT),FARM CREDIT SYSTEM INSURANCE CORPORATION,0,,
